age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
51,self-employed,married,primary,no,106,yes,no,telephone,31,240,2,-1,0,unknown,no
35,management,single,tertiary,no,1162,no,no,cellular,30,175,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,830,1,352,2,failure,yes
44,technician,single,secondary,no,1059,yes,no,unknown,9,286,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1078,yes,no,cellular,13,248,1,330,3,other,no
44,blue-collar,married,secondary,no,1786,yes,no,unknown,15,452,2,-1,0,unknown,no
37,management,married,tertiary,no,108,yes,yes,cellular,4,262,2,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,521,2,193,2,other,no
51,self-employed,single,secondary,no,0,no,no,cellular,29,1707,2,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,709,2,-1,0,unknown,yes
54,admin.,married,unknown,no,907,yes,no,unknown,15,71,1,-1,0,unknown,no
52,retired,married,secondary,no,49,no,yes,telephone,8,280,5,-1,0,unknown,no
46,management,married,secondary,no,10,yes,no,cellular,29,122,7,-1,0,unknown,no
38,self-employed,married,secondary,no,138,no,no,unknown,9,182,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,158,1,-1,0,unknown,no
32,technician,married,secondary,no,3095,no,no,cellular,12,204,10,-1,0,unknown,no
57,retired,married,secondary,no,3738,yes,no,cellular,20,178,2,92,8,failure,yes
59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,287,1,130,1,failure,no
73,retired,married,tertiary,no,1843,no,no,cellular,11,106,2,-1,0,unknown,yes
34,management,married,primary,no,2200,no,no,cellular,20,168,1,-1,0,unknown,no
31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,371,1,-1,0,unknown,no
37,unknown,single,secondary,no,57,yes,no,unknown,27,142,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,185,2,-1,0,unknown,yes
35,technician,single,secondary,no,538,yes,no,cellular,4,313,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,836,yes,no,unknown,27,129,2,-1,0,unknown,no
31,technician,single,tertiary,no,26,no,no,cellular,21,419,4,-1,0,unknown,no
24,technician,single,secondary,no,726,no,no,cellular,8,445,2,-1,0,unknown,yes
54,technician,married,secondary,no,10185,no,no,cellular,12,251,1,186,3,success,yes
29,management,single,tertiary,no,1377,no,no,cellular,8,548,2,-1,0,unknown,yes
36,services,married,secondary,no,2984,yes,no,unknown,2,394,1,-1,0,unknown,yes
27,technician,married,tertiary,no,10451,yes,no,cellular,2,45,1,-1,0,unknown,no
32,blue-collar,married,primary,no,158,yes,no,unknown,16,84,4,-1,0,unknown,no
45,admin.,married,secondary,no,820,yes,no,unknown,30,145,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,2080,yes,no,unknown,23,466,2,-1,0,unknown,no
24,student,single,secondary,no,228,no,no,cellular,20,99,1,79,1,failure,no
31,blue-collar,married,primary,no,591,yes,no,unknown,14,287,3,-1,0,unknown,no
32,housemaid,married,secondary,no,3832,no,no,cellular,11,80,3,-1,0,unknown,no
34,blue-collar,married,primary,no,197,yes,no,cellular,22,181,1,-1,0,unknown,no
44,services,divorced,secondary,no,-2,yes,no,cellular,15,152,5,-1,0,unknown,no
82,retired,divorced,primary,no,0,no,no,telephone,15,506,2,195,1,other,yes
45,blue-collar,married,unknown,no,419,no,no,unknown,5,420,1,-1,0,unknown,no
37,technician,single,tertiary,no,3943,no,no,cellular,19,37,1,-1,0,unknown,no
46,admin.,married,secondary,no,70,yes,no,cellular,27,229,2,-1,0,unknown,yes
77,retired,married,tertiary,no,1047,no,no,cellular,30,108,5,-1,0,unknown,no
36,services,divorced,tertiary,no,162,yes,no,cellular,18,69,1,367,6,other,no
33,admin.,single,secondary,no,2548,yes,no,cellular,20,179,2,-1,0,unknown,no
43,management,single,secondary,no,465,no,no,cellular,28,78,12,-1,0,unknown,no
53,technician,married,secondary,no,6671,yes,yes,cellular,30,72,9,-1,0,unknown,no
35,management,married,tertiary,no,2529,yes,no,unknown,3,104,7,-1,0,unknown,no
44,management,married,tertiary,no,309,yes,no,cellular,5,676,1,-1,0,unknown,yes
48,admin.,married,secondary,no,1800,yes,no,unknown,18,103,1,-1,0,unknown,no
55,management,divorced,tertiary,no,-612,no,no,cellular,26,131,2,-1,0,unknown,no
42,technician,married,tertiary,no,757,no,no,cellular,30,354,1,79,1,success,yes
44,technician,married,tertiary,no,1146,no,no,cellular,4,178,2,-1,0,unknown,no
32,management,single,secondary,no,67,no,no,cellular,11,55,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,630,no,no,cellular,30,192,2,-1,0,unknown,no
35,management,single,tertiary,no,331,yes,no,cellular,18,30,5,-1,0,unknown,no
45,technician,married,secondary,no,983,yes,no,cellular,7,155,2,-1,0,unknown,no
47,housemaid,single,tertiary,no,3727,no,no,unknown,12,993,6,-1,0,unknown,yes
31,technician,single,secondary,no,4028,no,yes,cellular,25,139,5,-1,0,unknown,no
30,technician,single,secondary,no,710,no,no,cellular,14,306,8,-1,0,unknown,no
46,blue-collar,married,primary,no,4,no,yes,unknown,20,166,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,no,yes,cellular,14,151,2,-1,0,unknown,no
55,retired,married,tertiary,no,357,yes,no,cellular,11,526,1,103,1,failure,no
38,management,married,tertiary,no,3995,no,no,cellular,21,1111,6,-1,0,unknown,no
37,blue-collar,single,secondary,no,415,no,no,unknown,18,203,1,-1,0,unknown,no
48,admin.,divorced,unknown,no,244,yes,no,unknown,9,280,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,88,1,154,2,failure,no
56,management,married,primary,no,-24,yes,no,unknown,7,305,3,-1,0,unknown,no
37,management,married,tertiary,no,425,yes,no,unknown,20,226,1,-1,0,unknown,no
34,admin.,married,secondary,no,1499,yes,no,cellular,13,186,1,327,2,failure,no
36,management,single,tertiary,no,548,yes,yes,unknown,30,618,3,-1,0,unknown,no
54,management,married,unknown,no,24,no,no,cellular,31,12,10,-1,0,unknown,no
37,services,single,secondary,no,54,yes,no,cellular,18,328,2,131,1,failure,no
42,blue-collar,married,secondary,no,879,yes,no,cellular,18,140,1,-1,0,unknown,no
65,retired,married,secondary,no,2326,no,yes,cellular,21,276,1,-1,0,unknown,yes
27,services,single,secondary,no,339,no,no,cellular,4,182,1,-1,0,unknown,yes
42,management,married,tertiary,no,1773,no,no,cellular,9,311,1,336,1,failure,no
31,management,single,tertiary,no,53,yes,no,cellular,7,165,3,-1,0,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,6,175,1,-1,0,unknown,no
55,technician,married,secondary,no,1004,yes,yes,unknown,27,224,1,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,15,83,4,-1,0,unknown,no
36,admin.,single,secondary,no,-207,no,no,cellular,2,83,1,-1,0,unknown,no
45,management,divorced,tertiary,no,-901,yes,no,unknown,26,86,3,-1,0,unknown,no
34,management,single,tertiary,no,647,yes,no,cellular,29,392,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,1762,yes,no,cellular,19,146,2,-1,0,unknown,no
38,technician,married,secondary,no,497,no,no,unknown,14,173,1,-1,0,unknown,yes
43,management,single,tertiary,no,2081,no,no,cellular,22,554,3,-1,0,unknown,yes
38,unemployed,single,secondary,no,804,no,no,cellular,1,1087,1,-1,0,unknown,yes
57,management,married,tertiary,no,-92,yes,yes,unknown,20,1617,1,-1,0,unknown,yes
22,blue-collar,married,secondary,no,36,yes,no,unknown,19,120,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,1521,yes,no,cellular,8,46,4,-1,0,unknown,no
26,admin.,single,tertiary,no,2170,yes,no,cellular,27,398,1,-1,0,unknown,no
35,admin.,single,secondary,no,-16,no,yes,cellular,28,108,3,-1,0,unknown,no
35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,424,2,-1,0,unknown,no
35,management,divorced,tertiary,no,3837,yes,no,unknown,8,1084,1,-1,0,unknown,yes
41,admin.,divorced,secondary,no,220,yes,no,cellular,14,142,2,88,2,failure,no
44,management,married,tertiary,no,0,no,no,cellular,28,43,1,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,cellular,18,244,2,168,1,other,no
30,unemployed,single,secondary,no,2303,no,no,telephone,6,193,5,-1,0,unknown,no
51,admin.,divorced,secondary,no,21,no,no,cellular,23,53,17,-1,0,unknown,no
29,student,single,secondary,no,209,yes,no,unknown,6,311,2,-1,0,unknown,no
38,technician,married,unknown,no,90,yes,yes,unknown,8,20,2,-1,0,unknown,no
30,admin.,single,secondary,no,154,yes,no,cellular,21,24,2,-1,0,unknown,no
39,admin.,married,secondary,no,272,yes,yes,cellular,29,199,1,234,2,failure,no
31,entrepreneur,single,tertiary,no,566,yes,no,cellular,29,333,8,-1,0,unknown,no
33,management,married,tertiary,no,584,yes,no,cellular,25,508,5,-1,0,unknown,no
53,management,married,primary,no,995,no,no,cellular,4,200,3,-1,0,unknown,no
48,technician,married,secondary,no,427,no,no,unknown,14,201,1,-1,0,unknown,no
32,management,single,tertiary,no,1169,yes,no,unknown,21,322,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-306,yes,yes,unknown,13,851,4,-1,0,unknown,no
70,retired,married,primary,no,3230,no,no,cellular,11,300,2,48,1,failure,no
65,retired,married,primary,no,1004,no,no,cellular,28,371,1,-1,0,unknown,yes
55,blue-collar,married,primary,no,2896,no,no,unknown,17,138,3,-1,0,unknown,no
32,admin.,married,secondary,no,7522,yes,no,cellular,14,240,3,-1,0,unknown,no
29,housemaid,married,secondary,no,243,yes,no,unknown,3,35,1,-1,0,unknown,no
48,admin.,married,secondary,no,-30,yes,no,cellular,7,133,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,90,yes,no,unknown,7,127,1,-1,0,unknown,no
38,blue-collar,married,primary,no,759,yes,no,cellular,11,57,1,-1,0,unknown,no
39,services,married,secondary,no,-404,yes,no,cellular,11,344,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,2610,no,no,unknown,6,67,5,-1,0,unknown,no
30,admin.,single,tertiary,no,218,no,no,unknown,4,137,2,-1,0,unknown,no
57,management,married,tertiary,no,0,yes,yes,unknown,20,107,2,-1,0,unknown,no
43,management,single,primary,yes,-39,yes,no,cellular,31,9,23,-1,0,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,17,81,1,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,2,1086,1,-1,0,unknown,yes
33,technician,married,secondary,no,7621,no,no,cellular,21,68,1,-1,0,unknown,no
38,admin.,single,secondary,no,393,no,no,unknown,6,184,2,-1,0,unknown,no
51,blue-collar,married,primary,no,296,yes,no,cellular,4,211,5,-1,0,unknown,no
45,services,married,secondary,no,4005,yes,no,cellular,17,141,1,-1,0,unknown,no
59,technician,married,secondary,no,259,no,no,cellular,18,224,1,-1,0,unknown,yes
41,admin.,married,secondary,no,3126,yes,no,cellular,29,222,1,91,7,failure,yes
44,technician,married,secondary,no,0,no,no,unknown,16,78,1,-1,0,unknown,no
38,services,married,secondary,no,18,yes,yes,cellular,17,118,2,-1,0,unknown,no
47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,454,1,-1,0,unknown,yes
30,admin.,married,unknown,no,4,yes,no,cellular,29,176,21,-1,0,unknown,no
39,blue-collar,married,primary,no,1014,no,no,cellular,30,261,4,-1,0,unknown,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,116,4,154,1,failure,no
70,retired,married,secondary,no,2626,no,no,cellular,2,140,2,-1,0,unknown,yes
45,blue-collar,married,primary,no,803,yes,no,cellular,4,742,4,-1,0,unknown,yes
39,services,married,secondary,no,207,no,no,unknown,6,78,2,-1,0,unknown,no
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,698,2,292,1,failure,yes
51,management,married,tertiary,no,346,no,no,cellular,11,237,1,180,6,success,yes
54,self-employed,married,tertiary,no,990,no,no,cellular,3,244,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,892,yes,no,cellular,29,25,22,-1,0,unknown,no
55,management,married,tertiary,no,16786,no,no,cellular,18,90,1,-1,0,unknown,no
46,unemployed,married,secondary,no,16397,no,no,cellular,18,641,1,-1,0,unknown,no
32,management,single,tertiary,yes,62,no,yes,cellular,24,577,3,-1,0,unknown,no
28,admin.,single,secondary,no,-281,yes,no,cellular,8,144,4,340,4,other,no
40,technician,married,secondary,no,2576,yes,yes,unknown,12,10,11,-1,0,unknown,no
31,technician,single,tertiary,no,645,yes,no,cellular,6,14,6,-1,0,unknown,no
53,housemaid,married,unknown,no,0,no,no,cellular,22,207,1,-1,0,unknown,no
55,management,single,unknown,no,111,no,no,cellular,16,117,1,-1,0,unknown,no
35,unemployed,married,secondary,no,533,yes,no,unknown,6,802,1,-1,0,unknown,no
56,retired,married,primary,no,161,no,yes,cellular,22,121,2,-1,0,unknown,no
33,services,married,secondary,no,34,yes,yes,unknown,3,161,1,-1,0,unknown,no
41,self-employed,married,secondary,no,0,no,no,cellular,8,197,2,-1,0,unknown,no
53,retired,divorced,primary,no,2997,no,no,unknown,9,162,1,-1,0,unknown,no
31,technician,single,secondary,no,53,yes,yes,cellular,6,530,1,-1,0,unknown,yes
28,technician,single,secondary,no,312,yes,no,unknown,6,392,1,-1,0,unknown,no
63,retired,married,secondary,no,1486,no,no,cellular,14,698,5,316,3,other,no
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,1516,2,353,2,other,yes
48,services,divorced,unknown,no,973,no,no,cellular,8,319,1,134,2,success,yes
53,admin.,divorced,unknown,no,236,yes,no,unknown,7,354,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,363,no,no,cellular,28,171,3,-1,0,unknown,no
52,management,married,tertiary,no,0,no,no,unknown,20,166,1,-1,0,unknown,no
24,student,single,unknown,no,782,no,no,cellular,4,12,7,91,1,other,no
45,technician,divorced,secondary,no,976,yes,no,cellular,17,183,1,338,2,failure,no
36,management,single,tertiary,no,1496,yes,no,cellular,18,40,1,269,4,failure,no
49,management,married,secondary,no,27,yes,no,cellular,24,63,2,-1,0,unknown,no
47,blue-collar,married,primary,no,146,yes,yes,unknown,19,53,5,-1,0,unknown,no
32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,427,1,-1,0,unknown,no
37,self-employed,single,tertiary,no,281,yes,no,unknown,5,869,2,-1,0,unknown,no
36,management,married,tertiary,no,2609,yes,no,unknown,30,141,9,-1,0,unknown,no
46,blue-collar,married,secondary,no,425,yes,no,unknown,6,168,3,-1,0,unknown,no
53,technician,married,secondary,no,1319,no,no,unknown,19,1318,3,-1,0,unknown,yes
52,admin.,married,secondary,no,5517,yes,yes,cellular,29,163,2,-1,0,unknown,no
31,management,single,tertiary,no,3384,no,no,cellular,22,247,3,187,3,success,yes
49,management,divorced,tertiary,no,178,no,no,cellular,6,174,2,-1,0,unknown,no
42,management,married,unknown,no,342,yes,no,unknown,2,156,5,-1,0,unknown,no
29,unemployed,single,tertiary,no,1311,no,no,cellular,28,622,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,400,no,no,cellular,4,268,3,-1,0,unknown,yes
46,services,divorced,primary,no,3854,yes,no,cellular,17,541,2,150,4,other,no
52,unemployed,married,secondary,no,-307,no,no,cellular,5,272,1,-1,0,unknown,no
58,retired,married,primary,no,565,no,no,telephone,7,876,1,-1,0,unknown,yes
37,management,single,secondary,no,655,no,yes,cellular,4,258,6,-1,0,unknown,no
60,management,divorced,primary,no,21,no,yes,telephone,14,113,3,-1,0,unknown,no
35,admin.,married,tertiary,no,286,no,no,cellular,30,949,2,-1,0,unknown,yes
40,services,married,tertiary,no,35,no,no,cellular,3,318,4,317,3,failure,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,44,1,-1,0,unknown,no
36,services,single,secondary,no,62,yes,no,unknown,5,215,2,-1,0,unknown,no
32,management,single,tertiary,no,156,yes,no,unknown,3,81,6,-1,0,unknown,no
29,technician,single,secondary,no,1331,yes,yes,cellular,14,246,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-274,yes,no,cellular,10,75,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,536,no,no,cellular,28,29,1,-1,0,unknown,no
26,student,single,secondary,no,334,no,no,telephone,4,46,1,-1,0,unknown,no
41,blue-collar,married,primary,no,4,no,no,cellular,23,74,5,-1,0,unknown,no
41,services,married,unknown,yes,-1,no,yes,cellular,30,1171,4,-1,0,unknown,yes
26,services,single,secondary,no,110,no,no,cellular,30,1136,2,-1,0,unknown,yes
57,management,single,tertiary,no,73,no,no,unknown,12,41,1,-1,0,unknown,no
26,services,married,secondary,no,549,no,no,unknown,3,149,1,-1,0,unknown,no
60,technician,married,secondary,no,478,no,no,cellular,29,139,1,171,5,failure,no
46,services,divorced,secondary,no,4329,no,no,cellular,21,534,2,-1,0,unknown,yes
50,self-employed,married,secondary,no,0,yes,no,telephone,12,352,2,175,11,other,no
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,564,1,-1,0,unknown,yes
41,services,single,secondary,no,92,no,no,cellular,21,372,1,-1,0,unknown,yes
29,technician,single,secondary,no,1165,no,no,cellular,3,244,2,184,1,success,yes
43,unemployed,married,secondary,no,3529,no,no,cellular,5,169,2,-1,0,unknown,no
36,technician,married,secondary,no,2473,no,no,cellular,28,965,4,-1,0,unknown,yes
34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,150,2,-1,0,unknown,no
36,management,married,tertiary,no,1235,no,no,cellular,25,85,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,-97,yes,no,unknown,5,135,2,-1,0,unknown,no
38,management,married,tertiary,no,-1884,yes,no,cellular,6,82,2,289,1,failure,no
66,retired,married,primary,no,206,no,no,cellular,9,479,1,-1,0,unknown,yes
34,management,married,tertiary,no,967,yes,no,unknown,20,415,2,-1,0,unknown,no
39,management,single,tertiary,no,5976,no,no,cellular,27,113,2,-1,0,unknown,no
52,admin.,married,secondary,no,350,no,yes,cellular,8,460,2,-1,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,5,226,1,99,2,failure,yes
32,admin.,single,secondary,yes,-17,no,no,unknown,9,85,5,-1,0,unknown,no
52,technician,married,secondary,no,371,yes,yes,cellular,21,224,2,182,1,success,yes
33,technician,married,secondary,no,1968,yes,no,cellular,20,1817,3,-1,0,unknown,yes
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,121,1,-1,0,unknown,no
53,admin.,married,secondary,no,-1601,no,yes,cellular,13,82,2,-1,0,unknown,no
44,technician,married,secondary,no,366,no,yes,cellular,18,212,12,-1,0,unknown,no
58,retired,married,secondary,no,53,no,no,cellular,31,102,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,1590,no,no,unknown,12,305,2,-1,0,unknown,no
44,technician,single,secondary,no,140,yes,no,cellular,8,324,2,268,2,failure,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,80,1,343,10,failure,no
55,housemaid,married,unknown,no,366,no,no,cellular,5,365,3,57,2,other,yes
50,technician,married,secondary,no,389,yes,no,unknown,8,110,1,-1,0,unknown,no
32,student,single,unknown,no,5969,no,no,cellular,6,12,7,-1,0,unknown,no
59,blue-collar,married,secondary,no,57,yes,no,unknown,5,98,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,328,yes,no,cellular,11,776,4,349,1,other,no
51,housemaid,divorced,primary,no,127,no,no,unknown,13,69,1,-1,0,unknown,no
37,admin.,married,secondary,no,3226,yes,yes,cellular,24,226,3,-1,0,unknown,no
28,admin.,single,tertiary,no,313,no,yes,cellular,26,461,2,326,4,failure,no
31,blue-collar,single,primary,no,-502,yes,no,unknown,29,76,4,-1,0,unknown,no
56,retired,married,secondary,no,2749,yes,yes,cellular,17,38,1,172,2,failure,no
29,blue-collar,married,primary,no,0,yes,no,telephone,7,256,15,-1,0,unknown,no
48,housemaid,divorced,primary,no,26,yes,no,unknown,12,311,3,-1,0,unknown,no
32,technician,single,secondary,no,1732,yes,no,cellular,14,1871,3,-1,0,unknown,yes
39,technician,divorced,secondary,no,115,no,no,cellular,25,116,9,-1,0,unknown,no
39,management,married,tertiary,no,266,yes,yes,cellular,12,251,1,-1,0,unknown,no
75,retired,divorced,primary,no,852,no,no,cellular,15,341,1,-1,0,unknown,no
40,services,single,secondary,no,1547,yes,no,cellular,12,88,2,173,1,success,no
59,unemployed,single,primary,no,7724,no,no,cellular,21,373,3,-1,0,unknown,yes
35,management,single,tertiary,no,0,no,no,cellular,26,30,20,-1,0,unknown,no
32,technician,married,tertiary,no,0,yes,no,cellular,2,149,1,-1,0,unknown,no
33,blue-collar,married,primary,no,120,yes,no,unknown,9,250,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1403,yes,yes,cellular,12,429,2,-1,0,unknown,no
51,services,married,secondary,no,325,yes,no,unknown,20,123,4,-1,0,unknown,no
35,blue-collar,married,primary,no,159,yes,yes,cellular,12,826,1,-1,0,unknown,yes
50,admin.,married,secondary,no,706,yes,no,cellular,6,1250,4,-1,0,unknown,yes
33,management,married,tertiary,no,1390,no,no,cellular,15,92,2,312,2,failure,no
31,admin.,single,secondary,no,296,yes,no,unknown,13,161,1,-1,0,unknown,no
33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,740,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,521,yes,no,unknown,17,259,3,-1,0,unknown,no
42,management,divorced,tertiary,no,0,no,no,cellular,17,116,1,-1,0,unknown,no
43,blue-collar,married,primary,no,108,yes,yes,unknown,15,420,4,-1,0,unknown,no
35,technician,single,secondary,no,16,yes,no,cellular,8,903,1,-1,0,unknown,yes
40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,139,1,346,2,failure,no
44,blue-collar,married,unknown,no,146,yes,no,unknown,15,483,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,49,no,no,cellular,21,489,3,-1,0,unknown,no
26,technician,single,secondary,no,-859,yes,no,unknown,19,297,1,-1,0,unknown,no
57,management,divorced,tertiary,no,429,yes,no,cellular,17,245,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,149,1,364,2,failure,no
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,262,2,-1,0,unknown,yes
30,services,married,secondary,no,517,no,no,cellular,11,141,2,-1,0,unknown,yes
43,admin.,single,secondary,no,-247,yes,yes,cellular,2,751,2,76,4,failure,yes
25,services,single,secondary,no,199,no,no,cellular,16,111,2,95,3,other,no
37,blue-collar,married,secondary,no,374,yes,no,unknown,7,944,3,-1,0,unknown,no
27,admin.,married,secondary,no,-247,yes,yes,unknown,4,344,2,-1,0,unknown,no
26,services,single,tertiary,no,12,no,no,cellular,14,563,1,181,10,failure,yes
32,unemployed,married,secondary,no,93,yes,no,unknown,20,203,2,-1,0,unknown,no
20,admin.,single,secondary,no,336,no,yes,cellular,5,133,1,-1,0,unknown,no
56,services,divorced,primary,no,23,no,no,telephone,26,108,4,-1,0,unknown,no
27,admin.,married,tertiary,no,73,no,no,cellular,10,159,1,-1,0,unknown,yes
26,unemployed,single,secondary,no,771,no,no,cellular,22,113,1,109,1,failure,no
31,admin.,single,secondary,no,527,yes,no,unknown,3,722,2,-1,0,unknown,no
61,retired,married,secondary,no,313,no,yes,unknown,3,42,1,-1,0,unknown,no
26,student,single,unknown,no,-41,yes,no,unknown,8,229,2,-1,0,unknown,no
42,technician,married,secondary,no,769,no,no,cellular,6,187,2,246,1,failure,no
27,blue-collar,single,secondary,no,484,yes,no,cellular,15,309,2,-1,0,unknown,no
30,blue-collar,single,primary,no,413,yes,no,cellular,15,148,1,345,4,other,no
32,blue-collar,married,secondary,no,-205,yes,no,unknown,7,388,1,-1,0,unknown,no
31,technician,single,tertiary,no,244,no,no,cellular,25,170,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,unknown,26,208,2,-1,0,unknown,no
26,technician,single,secondary,no,3244,no,no,cellular,2,141,1,5,1,failure,no
34,management,married,tertiary,no,53,yes,yes,cellular,29,256,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,494,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,223,1,293,1,failure,no
33,management,divorced,secondary,no,321,no,yes,cellular,30,151,10,-1,0,unknown,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,214,2,174,2,success,no
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,409,1,-1,0,unknown,yes
38,self-employed,married,tertiary,no,0,no,yes,cellular,15,77,3,-1,0,unknown,no
52,services,married,secondary,no,2257,yes,no,unknown,14,203,1,-1,0,unknown,no
34,management,married,tertiary,no,986,yes,no,unknown,2,105,11,-1,0,unknown,no
59,retired,divorced,primary,no,137,yes,yes,unknown,7,66,3,-1,0,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,171,15,-1,0,unknown,no
30,blue-collar,single,secondary,no,573,yes,no,unknown,12,116,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,1492,yes,no,unknown,2,267,10,-1,0,unknown,no
46,entrepreneur,married,primary,no,8873,yes,no,cellular,24,314,2,-1,0,unknown,no
53,technician,married,secondary,no,4930,no,yes,cellular,2,228,2,-1,0,unknown,no
68,retired,married,tertiary,no,2820,no,no,cellular,3,154,1,97,2,failure,yes
48,management,divorced,tertiary,no,174,no,no,cellular,6,290,2,-1,0,unknown,no
29,technician,single,secondary,no,22008,yes,no,unknown,28,139,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,130,1,148,1,failure,no
41,blue-collar,married,secondary,no,271,yes,no,cellular,17,148,2,172,2,failure,no
32,management,single,tertiary,no,1373,yes,no,unknown,21,474,2,-1,0,unknown,no
38,management,single,tertiary,no,424,yes,no,unknown,5,104,1,-1,0,unknown,no
43,management,married,tertiary,no,40,no,no,cellular,10,147,1,-1,0,unknown,yes
48,blue-collar,married,primary,no,916,no,no,unknown,12,37,3,-1,0,unknown,no
48,technician,married,unknown,no,2106,yes,no,cellular,17,499,2,195,1,failure,no
25,services,single,secondary,no,1119,yes,no,cellular,18,1063,1,-1,0,unknown,yes
26,student,single,tertiary,no,2182,yes,no,cellular,12,42,1,292,1,other,no
47,services,married,secondary,no,344,yes,no,unknown,3,87,1,-1,0,unknown,no
39,services,married,secondary,no,18,yes,yes,cellular,20,155,1,154,2,failure,no
37,technician,divorced,secondary,no,79,no,no,cellular,21,191,1,-1,0,unknown,no
27,student,single,tertiary,no,-148,yes,no,cellular,11,146,3,224,1,other,no
42,blue-collar,married,primary,no,530,no,no,unknown,11,850,8,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,cellular,20,252,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,294,yes,no,unknown,19,66,2,-1,0,unknown,no
39,management,single,primary,no,0,yes,yes,cellular,17,62,1,-1,0,unknown,no
45,services,married,secondary,no,520,yes,no,unknown,15,714,4,-1,0,unknown,no
50,technician,married,secondary,no,-353,yes,yes,cellular,18,162,1,175,2,failure,no
53,housemaid,married,secondary,no,1182,yes,no,cellular,7,82,1,293,1,failure,no
42,services,married,secondary,no,-43,yes,yes,unknown,27,363,3,-1,0,unknown,no
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,259,1,-1,0,unknown,no
54,housemaid,married,primary,no,284,no,no,telephone,13,127,4,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-19,yes,no,cellular,21,407,11,-1,0,unknown,no
28,services,single,secondary,no,430,yes,no,cellular,8,158,2,350,2,failure,no
29,services,single,secondary,no,-271,yes,no,unknown,4,578,1,-1,0,unknown,yes
